OverNumber,Bowlers_Name,Bowler_Type,Batsman_Name,Runs,Delivery_Length,Delivery_Line,Shot_Field_Position
16,Mohammad Hasnain,Fast,Babar Azam,0,FullLength,OutsideOff,DeepBackwardPoint
15,Raees,Fast,Babar Azam,4,GoodLength,Middle,DeepMidWicket
13,Rahat Ali,Fast,Babar Azam,0,ShortLength,OutsideOff,ThirdMan
13,Hassan,Fast,Babar Azam,1,FullLength,Middle,DeepSquareLeg
11,Archer,Fast,Babar Azam,1,GoodLength,Middle,StraightHit
10,Ibtisam Sheikh,Spin,Babar Azam,1,GoodLength,OutsideOff,DeepMidWicket
10,Wahab Riaz,Fast,Babar Azam,1,GoodLength,Middle,DeepPoint
9,Wahab Riaz,Fast,Babar Azam,0,ShortLength,OutsideOff,ExraCover
8,Ibtisam Sheikh,Spin,Babar Azam,1,ShortLength,OutsideOff,DeepCover
7,Wahab Riaz,Fast,Babar Azam,2,FullLength,Middle,DeepMidWicket
6,Wahab Riaz,Fast,Babar Azam,1,ShortLength,Middle,LongOn
6,Mohammad Asghar,Spin,Babar Azam,2,FullLength,Middle,DeepExtraCover
7,Jordan,Fast,Babar Azam,1,GoodLength,Middle,DeepMidWicket
4,Umaid Asif,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOn
4,Talat,Fast,Babar Azam,4,ShortLength,Middle,LongOn
3,Talat,Fast,Babar Azam,1,ShortLength,OutsideOff,LongOff
3,Talat,Fast,Babar Azam,1,ShortLength,Off,DeepPoint
1,Patel,Spin,Babar Azam,4,GoodLength,OutsideOff,LongOff
1,Talat,Fast,Babar Azam,2,GoodLength,Middle,DeepMidWicket
14,Talat,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOff
14,Shadab,Spin,Babar Azam,1,GoodLength,OutsideOff,DeepCover
14,Shadab,Spin,Babar Azam,3,ShortLength,OutsideOff,LongOn
14,Shadab,Spin,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
6,Shadab,Spin,Babar Azam,4,ShortLength,OutsideOff,ThirdMan
6,Shadab,Spin,Babar Azam,-1,GoodLength,Middle,DeepMidWicket
5,Talat,Fast,Babar Azam,1,GoodLength,Off,DeepCover
5,Shadab,Spin,Babar Azam,1,ShortLength,OutsideOff,ThirdMan
4,Shadab,Spin,Babar Azam,0,FullLength,Middle,LongOn
4,Shadab,Spin,Babar Azam,1,ShortLength,OutsideOff,LongOff
4,Shadab,Spin,Babar Azam,0,ShortLength,OutsideOff,LongOff
3,Talat,Fast,Babar Azam,1,ShortLength,Off,DeepMidWicket
17,Shadab,Spin,Babar Azam,0,GoodLength,Middle,DeepMidWicket
16,Faheem,Fast,Babar Azam,2,GoodLength,OutsideOff,LongOn
16,Faheem,Fast,Babar Azam,4,ShortLength,OutsideOff,DeepMidWicket
15,Shadab,Spin,Babar Azam,1,GoodLength,OutsideOff,ThirdMan
15,Shadab,Spin,Babar Azam,1,GoodLength,OutsideOff,ThirdMan
6,Shadab,Spin,Babar Azam,1,FullLength,Middle,StraightHit
6,Faheem,Fast,Babar Azam,2,ShortLength,OutsideOff,LongOn
6,Faheem,Fast,Babar Azam,1,FullLength,Middle,StraightHit
5,Faheem,Fast,Babar Azam,1,FullLength,OutsideOff,LongOn
4,Patel,Spin,Babar Azam,1,ShortLength,Middle,LongOff
3,Sami,Fast,Babar Azam,4,ShortLength,OutsideOff,DeepSquareLeg
18,Patel,Spin,Babar Azam,1,GoodLength,Middle,DeepMidWicket
17,Hassan,Fast,Babar Azam,4,GoodLength,OutsideOff,DeepMidWicket
16,Anwar Ali,Fast,Babar Azam,1,FullLength,Middle,CowCorner
15,Hassan,Fast,Babar Azam,1,ShortLength,OutsideLeg,DeepFineLeg
14,Hassan,Fast,Babar Azam,6,GoodLength,OutsideOff,LongOn
13,Hassan,Fast,Babar Azam,6,GoodLength,OutsideOff,LongOn
12,Nawaz,Spin,Babar Azam,2,GoodLength,Middle,DeepSquareLeg
12,Nawaz,Spin,Babar Azam,-1,GoodLength,OutsideOff,LongOn
12,Nawaz,Spin,Babar Azam,0,GoodLength,OutsideOff,DeepPoint
12,Nawaz,Spin,Babar Azam,0,ShortLength,Middle,DeepMidWicket
11,Rahat Ali,Fast,Babar Azam,1,GoodLength,Middle,DeepMidWicket
9,Nawaz,Spin,Babar Azam,2,FullLength,Middle,DeepMidWicket
9,Nawaz,Spin,Babar Azam,1,ShortLength,Middle,DeepCover
9,Irfan,Fast,Babar Azam,1,Yorker,OutsideOff,LongOn
8,Irfan,Fast,Babar Azam,0,GoodLength,Off,DeepBackwardPoint
8,Viljoen,Fast,Babar Azam,1,GoodLength,Middle,DeepMidWicket
6,Tahir,Spin,Babar Azam,4,Yorker,Off,DeepMidWicket
4,Tanvir,Fast,Babar Azam,0,FullLength,OutsideOff,ThirdMan
2,Sohail Khan,Fast,Babar Azam,1,ShortLength,Middle,DeepSquareLeg
1,Sohail Khan,Fast,Babar Azam,1,GoodLength,Middle,StraightHit
15,Shaheen Shah Afridi,Fast,Babar Azam,1,FullLength,Off,DeepMidWicket
14,McClenaghan,Fast,Babar Azam,1,FullLength,OutsideOff,DeepPoint
14,McClenaghan,Fast,Babar Azam,0,ShortLength,OutsideOff,ExraCover
13,Yasir Shah,Spin,Babar Azam,1,FullLength,Middle,DeepCover
11,Sohail Khan,Fast,Babar Azam,1,Yorker,OutsideOff,LongOn
11,Sohail Khan,Fast,Babar Azam,2,GoodLength,OutsideOff,DeepExtraCover
9,Narine,Spin,Babar Azam,1,Yorker,Middle,DeepMidWicket
9,McClenaghan,Fast,Babar Azam,1,ShortLength,Off,DeepMidWicket
8,Shaheen Shah Afridi,Fast,Babar Azam,4,GoodLength,OutsideOff,LongOn
8,Shaheen Shah Afridi,Fast,Babar Azam,1,FullLength,Middle,LongOff
7,Shaheen Shah Afridi,Fast,Babar Azam,1,GoodLength,Middle,DeepPoint
6,McClenaghan,Fast,Babar Azam,1,GoodLength,Middle,DeepMidWicket
6,McClenaghan,Fast,Babar Azam,4,ShortLength,OutsideOff,LongOff
4,McClenaghan,Fast,Babar Azam,2,ShortLength,Off,DeepMidWicket
4,McClenaghan,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOff
4,McClenaghan,Fast,Babar Azam,1,FullLength,OutsideOff,DeepCover
3,McClenaghan,Fast,Babar Azam,3,GoodLength,OutsideOff,LongOn
3,Yasir Shah,Spin,Babar Azam,1,ShortLength,OutsideOff,DeepFineLeg
2,Yasir Shah,Spin,Babar Azam,4,FullLength,OutsideOff,ThirdMan
1,Yasir Shah,Spin,Babar Azam,-1,ShortLength,Middle,DeepMidWicket
19,Sami,Fast,Babar Azam,1,FullLength,OutsideOff,DeepCover
19,Hasan Ali,Fast,Babar Azam,1,ShortLength,Middle,ThirdMan
19,Hasan Ali,Fast,Babar Azam,0,FullLength,OutsideOff,LongOn
18,Jordan,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOff
18,Jordan,Fast,Babar Azam,0,FullLength,Middle,LongOff
17,Jordan,Fast,Babar Azam,1,GoodLength,OutsideOff,DeepMidWicket
16,Umaid Asif,Fast,Babar Azam,0,ShortLength,Middle,DeepMidWicket
14,Wahab Riaz,Fast,Babar Azam,2,FullLength,OutsideOff,LongOn
14,Wahab Riaz,Fast,Babar Azam,4,ShortLength,Middle,DeepMidWicket
14,Umaid Asif,Fast,Babar Azam,1,FullLength,OutsideOff,ThirdMan
14,Umaid Asif,Fast,Babar Azam,1,GoodLength,Middle,ThirdMan
13,Jordan,Fast,Babar Azam,2,ShortLength,OutsideOff,LongOn
13,Jordan,Fast,Babar Azam,1,ShortLength,Middle,StraightHit
11,Umaid Asif,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOn
11,Umaid Asif,Fast,Babar Azam,6,ShortLength,Off,CowCorner
10,Wahab Riaz,Fast,Babar Azam,1,GoodLength,OutsideOff,DeepExtraCover
10,Sameen Gul,Medium,Babar Azam,4,GoodLength,Middle,DeepSquareLeg
9,Sameen Gul,Medium,Babar Azam,1,GoodLength,Middle,Square
9,Jordan,Fast,Babar Azam,1,ShortLength,Middle,DeepMidWicket
7,Jordan,Fast,Babar Azam,4,ShortLength,Middle,DeepMidWicket
6,Hasan Ali,Fast,Babar Azam,1,ShortLength,Off,CowCorner
6,Hasan Ali,Fast,Babar Azam,1,GoodLength,Middle,DeepFineLeg
6,Sameen Gul,Medium,Babar Azam,-1,ShortLength,Middle,StraightHit
12,Santner,Spin,Babar Azam,0,ShortLength,Middle,DeepPoint
12,Sodhi,Spin,Babar Azam,1,ShortLength,Middle,DeepPoint
2,Wheeler,Fast,Babar Azam,2,ShortLength,OutsideLeg,DeepFineLeg
6,Sodhi,Spin,Babar Azam,1,ShortLength,OutsideOff,DeepFineLeg
3,Emrit,Fast,Babar Azam,4,GoodLength,Middle,DeepMidWicket
1,Paul,Fast,Babar Azam,0,GoodLength,OutsideOff,LongOn
10,Paul,Fast,Babar Azam,4,ShortLength,OutsideOff,DeepBackwardPoint
6,Williams,Fast,Babar Azam,1,Yorker,Middle,ThirdMan
5,Paul,Fast,Babar Azam,1,Yorker,Middle,DeepSquareLeg
2,Emrit,Fast,Babar Azam,5,Yorker,Leg,DeepFineLeg
2,Williams,Fast,Babar Azam,2,FullLength,OutsideOff,DeepExtraCover
1,Williams,Fast,Babar Azam,1,Yorker,Middle,DeepSquareLeg
1,Williams,Fast,Babar Azam,6,FullLength,Middle,LongOn
12,Williams,Fast,Babar Azam,4,GoodLength,OutsideLeg,DeepFineLeg
11,Williams,Fast,Babar Azam,1,GoodLength,Middle,DeepSquareLeg
11,Smith,Fast,Babar Azam,1,GoodLength,Middle,DeepPoint
10,Smith,Fast,Babar Azam,1,GoodLength,Middle,LongOn
8,Badree,Spin,Babar Azam,1,ShortLength,Middle,DeepPoint
7,Williams,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepCover
6,Emrit,Fast,Babar Azam,4,GoodLength,Middle,DeepSquareLeg
1,Paul,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepCover
16,Badree,Spin,Babar Azam,1,GoodLength,OutsideOff,ThirdMan
16,McCarthy,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOn
9,Paul,Fast,Babar Azam,1,GoodLength,OutsideOff,LongOn
7,Paul,Fast,Babar Azam,0,FullLength,OutsideOff,DeepCover
17,Tye,Fast,Babar Azam,1,GoodLength,OutsideOff,DeepCover
3,Sodhi,Spin,BabarAzam,4,ShortLength,Middle,DeepPoint
11,Ferguson,Fast,BabarAzam,1,ShortLength,OutsideOff,DeepSquareLeg
11,Southee,Fast,BabarAzam,4,ShortLength,OutsideOff,DeepSquareLeg
4,Boult,Fast,BabarAzam,4,ShortLength,Middle,DeepPoint
3,Boult,Fast,BabarAzam,0,ShortLength,OutsideOff,LongOff
18,Boult,Fast,BabarAzam,0,GoodLength,Off,DeepBackwardPoint
17,Southee,Fast,BabarAzam,4,ShortLength,OutsideOff,DeepSquareLeg
16,MichaelBracewell,Spin,BabarAzam,0,FullLength,Middle,DeepSquareLeg
12,Tickner,Fast,BabarAzam,4,ShortLength,Middle,LongOff
12,Tickner,Fast,BabarAzam,2,GoodLength,Middle,DeepSquareLeg
4,Sodhi,Spin,BabarAzam,4,ShortLength,OutsideOff,DeepFineLeg
8,Tickner,Fast,BabarAzam,0,FullLength,Middle,LongOff
7,Boult,Fast,BabarAzam,4,ShortLength,OutsideOff,ThirdMan
5,Southee,Fast,BabarAzam,1,GoodLength,Middle,DeepSquareLeg
4,Southee,Fast,BabarAzam,0,GoodLength,OutsideOff,LongOff
1,Boult,Fast,BabarAzam,1,GoodLength,Middle,LongOff
1,Southee,Fast,BabarAzam,2,ShortLength,Middle,DeepMidWicket
1,Southee,Fast,BabarAzam,1,ShortLength,Middle,DeepSquareLeg
11,Shakib,Spin,BabarAzam,1,FullLength,Middle,DeepSquareLeg
11,Shakib,Spin,BabarAzam,0,FullLength,Middle,DeepCover
10,Ebadot Hossain,Fast,BabarAzam,2,FullLength,OutsideOff,LongOn
9,Nasum,Spin,BabarAzam,1,ShortLength,OutsideOff,DeepBackwardPoint
9,Nasum,Spin,BabarAzam,1,FullLength,Middle,DeepMidWicket
8,Mustafizur,Fast,BabarAzam,1,FullLength,OutsideOff,DeepSquareLeg
8,Mustafizur,Fast,BabarAzam,1,FullLength,OutsideOff,DeepSquareLeg
7,Nasum,Spin,BabarAzam,1,FullLength,Middle,LongOn
4,Shakib,Spin,BabarAzam,1,FullLength,Middle,DeepSquareLeg
1,Nasum,Spin,BabarAzam,1,FullLength,Middle,DeepMidWicket
19,Evans,Fast,BabarAzam,0,FullLength,OutsideOff,DeepPoint
19,Ngarava,Fast,BabarAzam,4,ShortLength,Off,DeepMidWicket
18,Muzarabani,Fast,BabarAzam,0,Yorker,Middle,LongOn
15,Saifuddin,Fast,Babar Azam,4,GoodLength,OutsideOff,DeepMidWicket
13,Shakib,Spin,Babar Azam,1,GoodLength,Middle,DeepMidWicket
13,Taskin,Fast,Babar Azam,1,Yorker,Middle,DeepMidWicket
13,Taskin,Fast,Babar Azam,4,ShortLength,OutsideLeg,DeepFineLeg
11,Shoriful Islam,Fast,Babar Azam,1,FullLength,OutsideOff,DeepSquareLeg
8,Hasan Mahmud,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepPoint
1,Ravi Bishnoi,Spin,Babar Azam,2,Yorker,OutsideOff,DeepCover
14,Bhuvneshwar,Medium,Babar Azam,1,GoodLength,Middle,DeepMidWicket
14,Arshdeep Singh,Fast,Babar Azam,1,FullLength,Middle,LongOff
11,Hasaranga de Silva,Spin,Babar Azam,1,FullLength,Middle,DeepCover
11,C Karunaratne,Fast,Babar Azam,1,ShortLength,Middle,LongOn
11,C Karunaratne,Fast,Babar Azam,1,ShortLength,Middle,LongOn
5,Hasaranga de Silva,Spin,Babar Azam,0,Yorker,Middle,DeepMidWicket
3,Hasaranga de Silva,Spin,Babar Azam,2,Yorker,Off,DeepMidWicket
3,Pramod,Fast,Babar Azam,1,ShortLength,Middle,LongOn
2,Pramod,Fast,Babar Azam,4,GoodLength,Wide,ThirdMan
11,Shukla,Medium,Babar Azam,1,FullLength,Middle,DeepMidWicket
11,Shukla,Medium,Babar Azam,1,ShortLength,Middle,DeepMidWicket
9,Bhuvneshwar,Medium,Babar Azam,-1,ShortLength,OutsideOff,DeepFineLeg
8,Arshdeep Singh,Fast,Babar Azam,0,GoodLength,Middle,DeepMidWicket
6,Stokes,Fast,Babar Azam,3,ShortLength,Off,DeepPoint
6,Rabada,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepCover
4,Ngidi,Fast,Babar Azam,2,FullLength,Middle,LongOff
1,Parnell,Fast,Babar Azam,1,GoodLength,Wide,ThirdMan
2,Parnell,Fast,Babar Azam,0,GoodLength,Middle,DeepPoint
1,Parnell,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepCover
16,Ngidi,Fast,Babar Azam,-1,GoodLength,OutsideOff,DeepMidWicket
17,Hendricks,Fast,Babar Azam,0,FullLength,Leg,LongOn
15,Magala,Fast,Babar Azam,0,GoodLength,Off,DeepCover
11,Shamsi,Spin,Babar Azam,0,ShortLength,OutsideOff,DeepFineLeg
7,Hendricks,Fast,Babar Azam,0,ShortLength,OutsideOff,StraightHit
5,Linde,Spin,Babar Azam,0,GoodLength,OutsideOff,LongOn
1,Linde,Spin,Babar Azam,0,FullLength,OutsideLeg,DeepFineLeg
13,Shamsi,Spin,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
11,Linde,Spin,Babar Azam,1,GoodLength,Wide,LongOn
8,Linde,Spin,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
6,Hendricks,Fast,Babar Azam,2,ShortLength,Leg,BehindSquare
19,Williams,Fast,Babar Azam,1,GoodLength,Leg,DeepFineLeg
16,Fortuin,Spin,Babar Azam,0,GoodLength,Middle,ThirdMan
8,Burl,Spin,Babar Azam,0,ShortLength,Leg,CowCorner
7,Burl,Spin,Babar Azam,0,ShortLength,Off,MidOn
1,Ngarava,Fast,Babar Azam,0,GoodLength,OutsideOff,CowCorner
11,Muzarabani,Fast,Babar Azam,0,GoodLength,OutsideOff,LongOn
4,Ngarava,Fast,Babar Azam,0,FullLength,OutsideOff,StraightHit
10,Muzarabani,Fast,Babar Azam,0,FullLength,OutsideLeg,DeepFineLeg
8,Parkinson,Spin,Babar Azam,1,GoodLength,OutsideLeg,CowCorner
7,Willey,Fast,Babar Azam,1,FullLength,OutsideLeg,DeepFineLeg
7,Parkinson,Spin,Babar Azam,1,ShortLength,Wide,ExraCover
3,Jongwe,Fast,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
5,Muzarabani,Fast,Babar Azam,1,GoodLength,Leg,DeepFineLeg
2,Jongwe,Fast,Babar Azam,0,ShortLength,Middle,StraightHit
8,Masakadza,Fast,Babar Azam,0,GoodLength,Leg,DeepFineLeg
4,Muzarabani,Fast,Babar Azam,0,FullLength,Off,MidOn
14,Madhevere,Spin,Babar Azam,0,ShortLength,Leg,DeepFineLeg
14,Jongwe,Fast,Babar Azam,0,GoodLength,OutsideOff,CowCorner
11,Ngarava,Fast,Babar Azam,0,FullLength,OutsideOff,DeepBackwardPoint
4,Jongwe,Fast,Babar Azam,0,FullLength,OutsideLeg,DeepFineLeg
17,Burl,Spin,Babar Azam,1,ShortLength,OutsideLeg,CowCorner
17,Masakadza,Fast,Babar Azam,1,FullLength,OutsideLeg,DeepFineLeg
16,Masakadza,Fast,Babar Azam,1,GoodLength,Wide,StraightHit
12,Parkinson,Spin,Babar Azam,1,FullLength,OutsideLeg,DeepCover
12,Parkinson,Spin,Babar Azam,2,GoodLength,Leg,CowCorner
7,Irfan,Fast,Babar Azam,1,ShortLength,Leg,DeepFineLeg
5,Mohammad Ilyas,Fast,Babar Azam,0,FullLength,Middle,CowCorner
16,Green,Fast,Babar Azam,0,FullLength,Leg,FineLeg
13,Haris Rauf,Fast,Babar Azam,0,GoodLength,Off,DeepCover
9,Rahat Ali,Fast,Babar Azam,0,ShortLength,OutsideOff,ExraCover
7,Viljoen,Fast,Babar Azam,0,ShortLength,Leg,DeepFineLeg
6,Yasir Shah,Spin,Babar Azam,0,GoodLength,OutsideOff,DeepCover
4,Hasan Ali,Fast,Babar Azam,0,GoodLength,OutsideOff,CowCorner
11,Raees,Fast,Babar Azam,1,ShortLength,OutsideLeg,DeepFineLeg
11,Raees,Fast,Babar Azam,1,ShortLength,OutsideLeg,DeepFineLeg
10,Raees,Fast,Babar Azam,1,ShortLength,Wide,StraightHit
6,Zaman,Spin,Babar Azam,1,ShortLength,OutsideLeg,CowCorner
17,Mohammad Hasnain,Fast,Babar Azam,1,ShortLength,Leg,DeepFineLeg
15,Mohammad Hasnain,Fast,Babar Azam,0,GoodLength,Middle,StraightHit
6,Irfan,Fast,Babar Azam,0,GoodLength,Leg,CowCorner
4,Abbas,Fast,Babar Azam,0,ShortLength,Off,CowCorner
14,Raees,Fast,Babar Azam,0,GoodLength,OutsideOff,LongOff
6,Wiese,Fast,Babar Azam,0,GoodLength,Leg,StraightHit
18,Irfan,Fast,Babar Azam,0,FullLength,OutsideOff,StraightHit
8,Faheem,Fast,Babar Azam,0,ShortLength,OutsideLeg,DeepFineLeg
6,Shadab,Spin,Babar Azam,1,ShortLength,OutsideLeg,StraightHit
6,Shadab,Spin,Babar Azam,1,ShortLength,OutsideLeg,DeepCover
5,Amad Butt,Fast,Babar Azam,1,ShortLength,Wide,StraightHit
10,Shadab,Spin,Babar Azam,1,ShortLength,OutsideLeg,DeepFineLeg
8,Faheem,Fast,Babar Azam,2,FullLength,Leg,MidOn
1,Wiese,Fast,Babar Azam,1,GoodLength,Leg,CowCorner
15,Cheema,Fast,Babar Azam,0,ShortLength,Middle,MidOn
20,Cheema,Fast,Babar Azam,0,GoodLength,Off,DeepCover
15,Mohammad Hasnain,Fast,Babar Azam,0,GoodLength,OutsideOff,LongOff
13,Rahat Ali,Fast,Babar Azam,0,FullLength,Leg,CowCorner
11,Hassan,Fast,Babar Azam,0,FullLength,OutsideOff,DeepBackwardPoint
9,Ibtisam Sheikh,Spin,Babar Azam,0,FullLength,OutsideOff,DeepBackwardPoint
6,Talat,Fast,Babar Azam,0,FullLength,OutsideLeg,DeepFineLeg
3,Talat,Fast,Babar Azam,1,FullLength,OutsideLeg,DeepFineLeg
3,Shadab,Spin,Babar Azam,1,GoodLength,OutsideLeg,CowCorner
18,Shadab,Spin,Babar Azam,1,FullLength,Wide,DeepBackwardPoint
5,Faheem,Fast,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
4,Patel,Spin,Babar Azam,2,ShortLength,Leg,CowCorner
13,Hassan,Fast,Babar Azam,0,ShortLength,Middle,CowCorner
3,Junaid,Fast,Babar Azam,0,ShortLength,Off,CowCorner
7,Tahir,Spin,Babar Azam,0,GoodLength,OutsideOff,CowCorner
2,Irfan,Fast,Babar Azam,0,GoodLength,Leg,CowCorner
2,Sohail Khan,Fast,Babar Azam,0,GoodLength,OutsideOff,DeepExtraCover
14,Yasir Shah,Spin,Babar Azam,0,Yorker,OutsideOff,ExraCover
20,Sami,Fast,Babar Azam,0,ShortLength,OutsideLeg,CowCorner
17,Hasan Ali,Fast,Babar Azam,1,FullLength,OutsideLeg,DeepFineLeg
16,Hasan Ali,Fast,Babar Azam,1,GoodLength,OutsideLeg,DeepFineLeg
16,Hasan Ali,Fast,Babar Azam,1,GoodLength,Wide,StraightHit
11,Umaid Asif,Fast,Babar Azam,2,ShortLength,Leg,DeepFineLeg
17,Hasan Ali,Fast,Babar Azam,1,GoodLength,Leg,LongOff
11,Santner,Spin,Babar Azam,0,FullLength,Middle,CowCorner
11,Sodhi,Spin,Babar Azam,0,FullLength,OutsideOff,DeepCover
3,Southee,Fast,Babar Azam,0,FullLength,Middle,CowCorner
17,Rance,Medium,Babar Azam,0,FullLength,Middle,DeepSquareLeg
17,Rance,Medium,Babar Azam,1,FullLength,OutsideOff,DeepFineLeg
16,Rance,Medium,Babar Azam,1,FullLength,OutsideOff,DeepBackwardPoint
15,Rance,Medium,Babar Azam,1,FullLength,OutsideOff,DeepCover
15,Sodhi,Spin,Babar Azam,1,FullLength,Middle,DeepCover
15,Sodhi,Spin,Babar Azam,4,FullLength,Middle,LongOff
12,Wheeler,Fast,Babar Azam,0,ShortLength,Leg,DeepFineLeg
11,Santner,Spin,Babar Azam,1,GoodLength,OutsideOff,DeepCover
8,Sodhi,Spin,Babar Azam,2,ShortLength,Middle,Point
8,Santner,Spin,Babar Azam,0,FullLength,OutsideOff,DeepBackwardPoint
5,de Grandhomme,Fast,Babar Azam,4,GoodLength,OutsideOff,StraightHit
5,de Grandhomme,Fast,Babar Azam,0,GoodLength,Middle,CowCorner
5,Boult,Fast,Babar Azam,1,GoodLength,Middle,DeepSquareLeg
4,Emrit,Fast,Babar Azam,-1,Yorker,Leg,CowCorner
3,Emrit,Fast,Babar Azam,0,GoodLength,OutsideOff,ExraCover
8,Williams,Fast,Babar Azam,4,ShortLength,OutsideOff,StraightHit
4,Emrit,Fast,Babar Azam,4,ShortLength,OutsideOff,DeepCover
20,Smith,Fast,Babar Azam,-1,GoodLength,Middle,MidWicket
13,Emrit,Fast,Babar Azam,0,ShortLength,OutsideOff,DeepCover
11,Badree,Spin,Babar Azam,2,GoodLength,Middle,DeepCover
11,Badree,Spin,Babar Azam,2,FullLength,Leg,DeepFineLeg
2,Southee,Fast,BabarAzam,0,GoodLength,OutsideOff,DeepExtraCover
15,MichaelBracewell,Spin,BabarAzam,0,FullLength,OutsideOff,DeepCover
12,Sodhi,Spin,BabarAzam,0,FullLength,Off,LongOff
10,Southee,Fast,BabarAzam,0,FullLength,Middle,SquareLeg
9,Boult,Fast,BabarAzam,0,GoodLength,OutsideOff,StraightHit
8,Southee,Fast,BabarAzam,1,GoodLength,Middle,Point
2,Boult,Fast,BabarAzam,0,ShortLength,OutsideOff,StraightHit
9,Ebadot Hossain,Fast,BabarAzam,0,ShortLength,OutsideOff,StraightHit
9,Nasum,Spin,BabarAzam,0,FullLength,OutsideOff,DeepCover
6,Nasum,Spin,BabarAzam,0,FullLength,OutsideOff,DeepBackwardPoint
4,Taskin,Fast,BabarAzam,0,FullLength,OutsideOff,DeepCover
3,Taskin,Fast,BabarAzam,0,FullLength,OutsideOff,DeepBackwardPoint
16,Ngarava,Fast,BabarAzam,0,FullLength,OutsideOff,DeepFineLeg
15,Saifuddin,Fast,Babar Azam,4,FullLength,OutsideOff,StraightHit
16,Madushanka,Fast,Babar Azam,0,GoodLength,Off,DeepCover
15,Ngidi,Fast,Babar Azam,0,GoodLength,Off,DeepCover
